Data Measurement of Sensor: SPS30 
Start Time: 10.12.2019 12:56:14 
Sensortype: Particle Sensor 
Timestamp; ; Mass PM1.0 [ug/m^3]; Mass PM2.5 [ug/m^3]; Mass PM4.0 [ug/m^3]; Mass PM10.0 [ug/m^3]; Number PM0.5 [#/cm^3]; Number PM1.0 [#/cm^3]; Number PM2.5 [#/cm^3]; Number PM4.0 [#/cm^3]; Number PM10.0 [#/cm^3]; Typical Particle Size [um];
10.12.2019; 12:56:54; 8.513216376e-01 ; 1.910064101e+00 ; 2.670414925e+00 ; 2.828278780e+00 ; 3.044483662e+00 ; 5.346171379e+00 ; 6.426010609e+00 ; 6.561611652e+00 ; 6.584140301e+00 ; 1.151547313e+00 ;
10.12.2019; 13:11:53; 1.625049829e+00 ; 1.755553484e+00 ; 1.809107423e+00 ; 1.820228100e+00 ; 1.138483334e+01 ; 1.318470097e+01 ; 1.329780293e+01 ; 1.330780411e+01 ; 1.330962753e+01 ; 4.907672107e-01 ;
10.12.2019; 13:26:53; 2.228821278e+00 ; 4.067126274e+00 ; 5.367494583e+00 ; 5.637476921e+00 ; 1.072291851e+01 ; 1.546807194e+01 ; 1.733312607e+01 ; 1.756525421e+01 ; 1.760390091e+01 ; 9.467782378e-01 ;
10.12.2019; 13:41:53; 1.558903098e+00 ; 2.807187796e+00 ; 3.688990831e+00 ; 3.872071266e+00 ; 7.610418320e+00 ; 1.087789536e+01 ; 1.214374638e+01 ; 1.230117416e+01 ; 1.232738686e+01 ; 9.932253957e-01 ;
10.12.2019; 13:56:53; 2.820220470e+00 ; 2.921008348e+00 ; 2.921008348e+00 ; 2.921010017e+00 ; 2.012856865e+01 ; 2.307972527e+01 ; 2.314647675e+01 ; 2.314728928e+01 ; 2.314771271e+01 ; 5.792470574e-01 ;
10.12.2019; 14:11:53; 1.353078365e+00 ; 2.272930861e+00 ; 2.917326450e+00 ; 3.051116467e+00 ; 7.087966919e+00 ; 9.699549675e+00 ; 1.062965870e+01 ; 1.074476051e+01 ; 1.076394939e+01 ; 9.330464602e-01 ;
10.12.2019; 14:26:53; 2.811518908e+00 ; 5.398026943e+00 ; 7.236229420e+00 ; 7.617879868e+00 ; 1.273736572e+01 ; 1.909022713e+01 ; 2.171864510e+01 ; 2.204668617e+01 ; 2.210126305e+01 ; 1.163300872e+00 ;
10.12.2019; 14:41:54; 1.217505932e+00 ; 1.990990043e+00 ; 2.530741453e+00 ; 2.642804861e+00 ; 6.537580967e+00 ; 8.813128471e+00 ; 9.594189644e+00 ; 9.690624237e+00 ; 9.706707954e+00 ; 7.993609905e-01 ;
10.12.2019; 14:56:54; 1.015925169e+00 ; 1.870787501e+00 ; 2.476037025e+00 ; 2.601699829e+00 ; 4.837701321e+00 ; 7.023843288e+00 ; 7.891416073e+00 ; 7.999452114e+00 ; 8.017437935e+00 ; 8.454017639e-01 ;
10.12.2019; 15:11:54; 1.821950316e+00 ; 3.151133776e+00 ; 4.085803986e+00 ; 4.279860497e+00 ; 9.277059555e+00 ; 1.291788864e+01 ; 1.426364994e+01 ; 1.443055916e+01 ; 1.445837021e+01 ; 7.984070182e-01 ;
10.12.2019; 15:26:54; 1.756934643e+00 ; 2.782312632e+00 ; 3.494061708e+00 ; 3.641836405e+00 ; 9.701838493e+00 ; 1.286100388e+01 ; 1.389454460e+01 ; 1.402175045e+01 ; 1.404298496e+01 ; 9.588977695e-01 ;
10.12.2019; 15:41:54; 1.360203862e+00 ; 1.877132654e+00 ; 2.223413229e+00 ; 2.295308828e+00 ; 8.327437401e+00 ; 1.039331913e+01 ; 1.090812111e+01 ; 1.097015381e+01 ; 1.098056126e+01 ; 7.034772635e-01 ;
10.12.2019; 15:56:54; 1.242215872e+00 ; 1.986865282e+00 ; 2.504642487e+00 ; 2.612143993e+00 ; 6.801552296e+00 ; 9.062183380e+00 ; 9.813204765e+00 ; 9.905735970e+00 ; 9.921177864e+00 ; 8.105400801e-01 ;
10.12.2019; 16:11:54; 8.652454615e-01 ; 1.229992747e+00 ; 1.476827621e+00 ; 1.528075814e+00 ; 5.191303730e+00 ; 6.554724693e+00 ; 6.919213772e+00 ; 6.963404179e+00 ; 6.970807076e+00 ; 6.865643859e-01 ;
10.12.2019; 16:26:54; 1.591313720e+00 ; 1.738956213e+00 ; 1.806074977e+00 ; 1.820011616e+00 ; 1.108996773e+01 ; 1.287970257e+01 ; 1.301090813e+01 ; 1.302331543e+01 ; 1.302553272e+01 ; 4.561256468e-01 ;
10.12.2019; 16:41:54; 1.679007769e+00 ; 1.845557690e+00 ; 1.924339175e+00 ; 1.940697074e+00 ; 1.166936207e+01 ; 1.357250023e+01 ; 1.372203922e+01 ; 1.373654747e+01 ; 1.373912144e+01 ; 4.644416869e-01 ;
10.12.2019; 16:56:54; 2.324846983e+00 ; 4.305881977e+00 ; 5.709249496e+00 ; 6.000618458e+00 ; 1.099760437e+01 ; 1.603435326e+01 ; 1.804523468e+01 ; 1.829572105e+01 ; 1.833742523e+01 ; 8.595579863e-01 ;
10.12.2019; 17:11:54; 2.199665546e+00 ; 2.866960764e+00 ; 3.302241325e+00 ; 3.392615557e+00 ; 1.396402264e+01 ; 1.707348251e+01 ; 1.773218727e+01 ; 1.781030846e+01 ; 1.782346535e+01 ; 7.360826135e-01 ;
10.12.2019; 17:26:54; 1.684874296e+00 ; 1.914727807e+00 ; 2.040161371e+00 ; 2.066204786e+00 ; 1.152522373e+01 ; 1.352106953e+01 ; 1.373576260e+01 ; 1.375857639e+01 ; 1.376252747e+01 ; 5.914523602e-01 ;
10.12.2019; 17:41:54; 1.307380915e+00 ; 1.610211015e+00 ; 1.799579620e+00 ; 1.838897467e+00 ; 8.576053619e+00 ; 1.029550648e+01 ; 1.059037304e+01 ; 1.062446022e+01 ; 1.063023663e+01 ; 6.441574693e-01 ;
10.12.2019; 17:56:54; 1.551335454e+00 ; 1.858920574e+00 ; 2.045359135e+00 ; 2.084068537e+00 ; 1.032889271e+01 ; 1.229819202e+01 ; 1.259474850e+01 ; 1.262838364e+01 ; 1.263410950e+01 ; 7.356483340e-01 ;
10.12.2019; 18:11:54; 1.794794798e+00 ; 2.043276310e+00 ; 2.179579258e+00 ; 2.207880259e+00 ; 1.226641655e+01 ; 1.439744949e+01 ; 1.462989426e+01 ; 1.465467644e+01 ; 1.465896130e+01 ; 5.626006722e-01 ;
10.12.2019; 18:26:54; 1.552521467e+00 ; 2.649538517e+00 ; 3.419660091e+00 ; 3.579553366e+00 ; 8.010155678e+00 ; 1.106372547e+01 ; 1.217378139e+01 ; 1.231132412e+01 ; 1.233424664e+01 ; 7.414520383e-01 ;
10.12.2019; 18:41:54; 2.212077141e+00 ; 3.232606173e+00 ; 3.928743124e+00 ; 4.073276520e+00 ; 1.301254272e+01 ; 1.661901093e+01 ; 1.764156342e+01 ; 1.776612663e+01 ; 1.778696823e+01 ; 7.687422633e-01 ;
