Data Measurement of Sensor: SPS30 
Start Time: 10.12.2019 12:56:14 
Sensortype: Particle Sensor 
Timestamp; ; Mass PM1.0 [ug/m^3]; Mass PM2.5 [ug/m^3]; Mass PM4.0 [ug/m^3]; Mass PM10.0 [ug/m^3]; Number PM0.5 [#/cm^3]; Number PM1.0 [#/cm^3]; Number PM2.5 [#/cm^3]; Number PM4.0 [#/cm^3]; Number PM10.0 [#/cm^3]; Typical Particle Size [um];
10.12.2019; 12:57:09; 7.635355592e-01 ; 1.829216599e+00 ; 2.656186819e+00 ; 2.821581125e+00 ; 3.114233494e+00 ; 5.079774380e+00 ; 6.027328968e+00 ; 6.205864429e+00 ; 6.232566833e+00 ; 8.880651593e-01 ;
10.12.2019; 13:12:08; 9.429042935e-01 ; 1.178319693e+00 ; 1.324997187e+00 ; 1.354332447e+00 ; 6.114346027e+00 ; 7.319467545e+00 ; 7.513409615e+00 ; 7.547969341e+00 ; 7.554358482e+00 ; 4.767297804e-01 ;
10.12.2019; 13:27:08; 1.474049449e+00 ; 2.429145575e+00 ; 3.133575439e+00 ; 3.274460793e+00 ; 8.326173782e+00 ; 1.087411785e+01 ; 1.170766068e+01 ; 1.186269093e+01 ; 1.188712120e+01 ; 9.183803797e-01 ;
10.12.2019; 13:42:08; 1.204602718e+00 ; 2.391944408e+00 ; 3.296866655e+00 ; 3.477849722e+00 ; 5.950146198e+00 ; 8.492462158e+00 ; 9.541164398e+00 ; 9.737851143e+00 ; 9.767825127e+00 ; 8.590829968e-01 ;
10.12.2019; 13:57:08; 1.000616670e+00 ; 2.357977390e+00 ; 3.409984350e+00 ; 3.620385170e+00 ; 4.163548470e+00 ; 6.695042133e+00 ; 7.901386738e+00 ; 8.128609657e+00 ; 8.162639618e+00 ; 1.009647727e+00 ;
10.12.2019; 14:12:09; 8.331630826e-01 ; 1.217684627e+00 ; 1.490140080e+00 ; 1.544631124e+00 ; 5.032183170e+00 ; 6.296670437e+00 ; 6.627492905e+00 ; 6.688398361e+00 ; 6.698385239e+00 ; 5.456552505e-01 ;
10.12.2019; 14:27:09; 9.710456133e-01 ; 1.134845257e+00 ; 1.222253561e+00 ; 1.239735007e+00 ; 6.461922646e+00 ; 7.614069462e+00 ; 7.742755413e+00 ; 7.764816761e+00 ; 7.769461632e+00 ; 5.399428010e-01 ;
10.12.2019; 14:42:09; 1.445233822e+00 ; 1.983923316e+00 ; 2.352686405e+00 ; 2.426438570e+00 ; 8.998370171e+00 ; 1.104667282e+01 ; 1.150461102e+01 ; 1.158818150e+01 ; 1.160235119e+01 ; 6.257606745e-01 ;
10.12.2019; 14:57:09; 1.363770604e+00 ; 2.540564775e+00 ; 3.429546595e+00 ; 3.607342720e+00 ; 7.087853909e+00 ; 9.776727676e+00 ; 1.081273842e+01 ; 1.100660610e+01 ; 1.103642273e+01 ; 7.170463800e-01 ;
10.12.2019; 15:12:09; 1.129880905e+00 ; 1.238933802e+00 ; 1.274647951e+00 ; 1.281790495e+00 ; 7.690083981e+00 ; 8.938467979e+00 ; 9.014539719e+00 ; 9.026183128e+00 ; 9.029581070e+00 ; 4.564715326e-01 ;
10.12.2019; 15:27:09; 1.622532606e+00 ; 2.285212278e+00 ; 2.746077061e+00 ; 2.838249683e+00 ; 9.980719566e+00 ; 1.234579277e+01 ; 1.291221809e+01 ; 1.301600552e+01 ; 1.303333664e+01 ; 5.814791322e-01 ;
10.12.2019; 15:42:09; 2.395148754e+00 ; 5.241304398e+00 ; 7.433373451e+00 ; 7.871786118e+00 ; 1.081201744e+01 ; 1.641588783e+01 ; 1.893948746e+01 ; 1.941406441e+01 ; 1.948560524e+01 ; 1.118457675e+00 ;
10.12.2019; 15:57:09; 2.128077507e+00 ; 2.865111589e+00 ; 3.362644672e+00 ; 3.462150335e+00 ; 1.336784840e+01 ; 1.632039642e+01 ; 1.694395256e+01 ; 1.705734634e+01 ; 1.707682610e+01 ; 6.393826604e-01 ;
10.12.2019; 16:12:09; 2.018263340e+00 ; 3.709220648e+00 ; 4.983888149e+00 ; 5.238821983e+00 ; 1.059562969e+01 ; 1.451771069e+01 ; 1.600520515e+01 ; 1.628341293e+01 ; 1.632629013e+01 ; 1.002835870e+00 ;
10.12.2019; 16:27:09; 2.027427912e+00 ; 3.897952795e+00 ; 5.317521095e+00 ; 5.601436138e+00 ; 1.028290367e+01 ; 1.441719627e+01 ; 1.606672859e+01 ; 1.637577057e+01 ; 1.642307472e+01 ; 8.886016011e-01 ;
10.12.2019; 16:42:09; 2.337824821e+00 ; 2.627208233e+00 ; 2.752693176e+00 ; 2.777789831e+00 ; 1.577765560e+01 ; 1.843276787e+01 ; 1.864775276e+01 ; 1.868280792e+01 ; 1.869141006e+01 ; 4.689148664e-01 ;
10.12.2019; 16:57:09; 3.450294495e+00 ; 5.805115700e+00 ; 7.550467491e+00 ; 7.899538517e+00 ; 1.923869133e+01 ; 2.533749580e+01 ; 2.739627647e+01 ; 2.777966881e+01 ; 2.783978844e+01 ; 7.867980599e-01 ;
10.12.2019; 17:12:09; 1.141112566e+00 ; 1.801347017e+00 ; 2.282622099e+00 ; 2.378876209e+00 ; 6.611713886e+00 ; 8.494660378e+00 ; 9.068440437e+00 ; 9.174839020e+00 ; 9.191805840e+00 ; 7.747613192e-01 ;
10.12.2019; 17:27:09; 1.868288875e+00 ; 2.686080456e+00 ; 3.261051893e+00 ; 3.376045465e+00 ; 1.137753296e+01 ; 1.416273975e+01 ; 1.486441135e+01 ; 1.499333286e+01 ; 1.501463699e+01 ; 6.610279083e-01 ;
10.12.2019; 17:42:09; 1.435319543e+00 ; 1.901560426e+00 ; 2.212150574e+00 ; 2.274268389e+00 ; 9.080976486e+00 ; 1.103746414e+01 ; 1.143015099e+01 ; 1.150131798e+01 ; 1.151370144e+01 ; 6.307669878e-01 ;
10.12.2019; 17:57:09; 1.857125878e+00 ; 2.071841002e+00 ; 2.159250021e+00 ; 2.176731825e+00 ; 1.256532001e+01 ; 1.465734291e+01 ; 1.481442547e+01 ; 1.483966064e+01 ; 1.484612083e+01 ; 4.207185209e-01 ;
10.12.2019; 18:12:09; 8.253061175e-01 ; 1.164943814e+00 ; 1.401439309e+00 ; 1.448738217e+00 ; 5.071340561e+00 ; 6.277241707e+00 ; 6.567671299e+00 ; 6.620903492e+00 ; 6.629783154e+00 ; 5.832887888e-01 ;
10.12.2019; 18:27:09; 1.533491254e+00 ; 2.384185076e+00 ; 3.001355171e+00 ; 3.124789238e+00 ; 8.961956978e+00 ; 1.145100975e+01 ; 1.218905544e+01 ; 1.232574940e+01 ; 1.234765053e+01 ; 8.222368360e-01 ;
10.12.2019; 18:42:09; 1.492315531e+00 ; 3.538747072e+00 ; 5.125567913e+00 ; 5.442932129e+00 ; 6.163165092e+00 ; 9.963585854e+00 ; 1.178266048e+01 ; 1.212533855e+01 ; 1.217663097e+01 ; 1.148891211e+00 ;
10.12.2019; 18:57:09; 9.677320719e-01 ; 2.077562809e+00 ; 2.930768251e+00 ; 3.101409197e+00 ; 4.452704430e+00 ; 6.671500206e+00 ; 7.654883862e+00 ; 7.839728355e+00 ; 7.867645264e+00 ; 9.200605154e-01 ;
10.12.2019; 19:12:09; 2.153599262e+00 ; 4.205227375e+00 ; 5.765501022e+00 ; 6.077555180e+00 ; 1.078700829e+01 ; 1.525175953e+01 ; 1.706239510e+01 ; 1.740179443e+01 ; 1.745363426e+01 ; 8.045587540e-01 ;
10.12.2019; 19:27:09; 1.890871286e+00 ; 2.863383532e+00 ; 3.562524319e+00 ; 3.702352285e+00 ; 1.121100044e+01 ; 1.419368076e+01 ; 1.503467464e+01 ; 1.519007492e+01 ; 1.521520042e+01 ; 6.668188572e-01 ;
10.12.2019; 19:42:09; 5.911467075e+00 ; 1.115260601e+01 ; 1.511945915e+01 ; 1.591282749e+01 ; 3.042914581e+01 ; 4.224297714e+01 ; 4.686033249e+01 ; 4.772480011e+01 ; 4.785748291e+01 ; 9.251131415e-01 ;
10.12.2019; 19:57:09; 1.445595622e+00 ; 2.029393196e+00 ; 2.434646606e+00 ; 2.515697241e+00 ; 8.906210899e+00 ; 1.100588989e+01 ; 1.150456905e+01 ; 1.159590054e+01 ; 1.161117840e+01 ; 5.979651809e-01 ;
10.12.2019; 20:12:09; 1.245459437e+00 ; 1.634110332e+00 ; 1.890734315e+00 ; 1.942058921e+00 ; 7.913184643e+00 ; 9.592874527e+00 ; 9.919236183e+00 ; 9.978253365e+00 ; 9.988603592e+00 ; 5.594534278e-01 ;
10.12.2019; 20:27:09; 1.664746761e+00 ; 2.715065241e+00 ; 3.487692118e+00 ; 3.642217159e+00 ; 9.462819099e+00 ; 1.230834293e+01 ; 1.322411537e+01 ; 1.339432812e+01 ; 1.342122173e+01 ; 6.835257411e-01 ;
10.12.2019; 20:42:09; 1.156197190e+00 ; 1.522896051e+00 ; 1.765904903e+00 ; 1.814506412e+00 ; 7.333654881e+00 ; 8.899637222e+00 ; 9.207940102e+00 ; 9.263743401e+00 ; 9.273497581e+00 ; 6.638018489e-01 ;
10.12.2019; 20:57:09; 6.447055936e-01 ; 1.180148244e+00 ; 1.583511710e+00 ; 1.664183974e+00 ; 3.394511461e+00 ; 4.642036915e+00 ; 5.112942696e+00 ; 5.201001167e+00 ; 5.214581966e+00 ; 6.624525785e-01 ;
10.12.2019; 21:12:09; 7.468706369e-01 ; 8.977885842e-01 ; 9.851969481e-01 ; 1.002678514e+00 ; 4.917785645e+00 ; 5.832148075e+00 ; 5.953648567e+00 ; 5.974906921e+00 ; 5.979093075e+00 ; 4.126976728e-01 ;
10.12.2019; 21:27:09; 1.420974731e+00 ; 1.986236215e+00 ; 2.377632618e+00 ; 2.455911875e+00 ; 8.772562981e+00 ; 1.082676315e+01 ; 1.130918503e+01 ; 1.139748478e+01 ; 1.141228962e+01 ; 6.436583400e-01 ;
10.12.2019; 21:42:09; 2.944041014e+00 ; 5.361404896e+00 ; 7.180915356e+00 ; 7.544818401e+00 ; 1.555921650e+01 ; 2.122466660e+01 ; 2.335000038e+01 ; 2.374734497e+01 ; 2.380868340e+01 ; 9.010274410e-01 ;
10.12.2019; 21:57:09; 3.212945461e+00 ; 3.875091553e+00 ; 4.261561871e+00 ; 4.338856220e+00 ; 2.112860107e+01 ; 2.507667923e+01 ; 2.561102867e+01 ; 2.570469856e+01 ; 2.572302628e+01 ; 5.502709746e-01 ;
10.12.2019; 22:12:09; 2.399538279e+00 ; 2.941561222e+00 ; 3.268641949e+00 ; 3.334058285e+00 ; 1.567982578e+01 ; 1.868212128e+01 ; 1.912410927e+01 ; 1.920224190e+01 ; 1.921709824e+01 ; 5.526599884e-01 ;
10.12.2019; 22:27:09; 3.583725929e+00 ; 5.701130867e+00 ; 7.248130322e+00 ; 7.557530403e+00 ; 2.067227554e+01 ; 2.663542747e+01 ; 2.847707367e+01 ; 2.881878662e+01 ; 2.887314796e+01 ; 8.460458517e-01 ;
10.12.2019; 22:42:09; 3.964552879e+00 ; 4.588090897e+00 ; 4.908362865e+00 ; 4.972416401e+00 ; 2.647745132e+01 ; 3.113025665e+01 ; 3.161479759e+01 ; 3.169709206e+01 ; 3.171494293e+01 ; 5.919340253e-01 ;
10.12.2019; 22:57:09; 2.876395941e+00 ; 3.616737843e+00 ; 4.082147598e+00 ; 4.175229549e+00 ; 1.860565567e+01 ; 2.230706406e+01 ; 2.291874123e+01 ; 2.302798653e+01 ; 2.304802513e+01 ; 6.860972643e-01 ;
10.12.2019; 23:12:09; 3.034175158e+00 ; 4.016457558e+00 ; 4.670336723e+00 ; 4.801111698e+00 ; 1.920358086e+01 ; 2.333572388e+01 ; 2.416283607e+01 ; 2.431271172e+01 ; 2.433880043e+01 ; 6.013326645e-01 ;
10.12.2019; 23:27:09; 3.300035715e+00 ; 4.270565510e+00 ; 4.902569294e+00 ; 5.028969288e+00 ; 2.109159470e+01 ; 2.547516632e+01 ; 2.628637886e+01 ; 2.643255997e+01 ; 2.645852852e+01 ; 6.088825464e-01 ;
10.12.2019; 23:42:09; 2.760902643e+00 ; 3.131679535e+00 ; 3.303363085e+00 ; 3.337699175e+00 ; 1.857202148e+01 ; 2.174045563e+01 ; 2.202056885e+01 ; 2.206696320e+01 ; 2.207783127e+01 ; 5.419971347e-01 ;
10.12.2019; 23:57:09; 3.460443735e+00 ; 4.396273613e+00 ; 4.992732525e+00 ; 5.112024307e+00 ; 2.228870583e+01 ; 2.679275322e+01 ; 2.756943130e+01 ; 2.770862961e+01 ; 2.773385048e+01 ; 5.588105321e-01 ;
11.12.2019; 00:12:09; 2.266489744e+00 ; 3.844344854e+00 ; 5.015933037e+00 ; 5.250250340e+00 ; 1.257281590e+01 ; 1.661414337e+01 ; 1.799453354e+01 ; 1.825171661e+01 ; 1.829196739e+01 ; 7.637109756e-01 ;
11.12.2019; 00:27:09; 2.576246977e+00 ; 2.993750095e+00 ; 3.211836576e+00 ; 3.255453587e+00 ; 1.717972755e+01 ; 2.021714401e+01 ; 2.054313278e+01 ; 2.059873199e+01 ; 2.061063576e+01 ; 5.505018234e-01 ;
11.12.2019; 00:42:09; 3.237622738e+00 ; 3.649405241e+00 ; 3.832103968e+00 ; 3.868643284e+00 ; 2.182714272e+01 ; 2.551663017e+01 ; 2.582431984e+01 ; 2.587475777e+01 ; 2.588694000e+01 ; 5.096365213e-01 ;
11.12.2019; 00:57:09; 2.225119829e+00 ; 2.547865152e+00 ; 2.705590725e+00 ; 2.737135887e+00 ; 1.491770649e+01 ; 1.749832726e+01 ; 1.774568939e+01 ; 1.778719521e+01 ; 1.779654312e+01 ; 5.408145785e-01 ;
11.12.2019; 01:12:09; 2.794509649e+00 ; 4.300794601e+00 ; 5.389903545e+00 ; 5.607727051e+00 ; 1.642380714e+01 ; 2.090994835e+01 ; 2.221519852e+01 ; 2.245673752e+01 ; 2.249556351e+01 ; 7.252917886e-01 ;
