Data Measurement of Sensor: SPS30 
Start Time: 10.12.2019 12:56:14 
Sensortype: Particle Sensor 
Timestamp; ; Mass PM1.0 [ug/m^3]; Mass PM2.5 [ug/m^3]; Mass PM4.0 [ug/m^3]; Mass PM10.0 [ug/m^3]; Number PM0.5 [#/cm^3]; Number PM1.0 [#/cm^3]; Number PM2.5 [#/cm^3]; Number PM4.0 [#/cm^3]; Number PM10.0 [#/cm^3]; Typical Particle Size [um];
10.12.2019; 12:56:55; 3.455716133e+00 ; 7.240796089e+00 ; 1.014343262e+01 ; 1.072395706e+01 ; 1.632623100e+01 ; 2.395897675e+01 ; 2.734671783e+01 ; 2.796704102e+01 ; 2.806552124e+01 ; 1.008857846e+00 ;
10.12.2019; 13:11:55; 1.474100113e+00 ; 1.663589716e+00 ; 1.748394847e+00 ; 1.765355945e+00 ; 9.955777168e+00 ; 1.161204243e+01 ; 1.175776291e+01 ; 1.178113270e+01 ; 1.178693867e+01 ; 5.547082424e-01 ;
10.12.2019; 13:26:55; 8.150827289e-01 ; 1.555322886e+00 ; 2.116509914e+00 ; 2.228747129e+00 ; 4.178277969e+00 ; 5.800058365e+00 ; 6.460035801e+00 ; 6.580527782e+00 ; 6.599883080e+00 ; 9.984732866e-01 ;
10.12.2019; 13:41:55; 8.985801935e-01 ; 1.087274671e+00 ; 1.198200583e+00 ; 1.220385671e+00 ; 5.916909695e+00 ; 7.006976128e+00 ; 7.162534714e+00 ; 7.189167500e+00 ; 7.194565773e+00 ; 5.033556819e-01 ;
10.12.2019; 13:56:55; 1.282708764e+00 ; 1.767820120e+00 ; 2.100778580e+00 ; 2.167370081e+00 ; 7.992326736e+00 ; 9.791621208e+00 ; 1.021039486e+01 ; 1.028493881e+01 ; 1.029812336e+01 ; 4.930998683e-01 ;
10.12.2019; 14:11:55; 1.409738660e+00 ; 2.071612835e+00 ; 2.541721582e+00 ; 2.635743618e+00 ; 8.513587952e+00 ; 1.063558483e+01 ; 1.121319675e+01 ; 1.131691170e+01 ; 1.133467484e+01 ; 6.724907756e-01 ;
10.12.2019; 14:26:55; 9.659307599e-01 ; 2.465120554e+00 ; 3.633526564e+00 ; 3.867206812e+00 ; 3.646830082e+00 ; 6.266023636e+00 ; 7.615227222e+00 ; 7.863304138e+00 ; 7.902038097e+00 ; 1.198455215e+00 ;
10.12.2019; 14:41:55; 8.352801800e-01 ; 2.000502825e+00 ; 2.904697418e+00 ; 3.085536957e+00 ; 3.434592485e+00 ; 5.546620369e+00 ; 6.593717098e+00 ; 6.786031246e+00 ; 6.816194534e+00 ; 9.283206463e-01 ;
10.12.2019; 14:56:55; 7.661543489e-01 ; 1.632398248e+00 ; 2.297837734e+00 ; 2.430926561e+00 ; 3.570608616e+00 ; 5.285421371e+00 ; 6.061182976e+00 ; 6.203296185e+00 ; 6.225816250e+00 ; 9.002791047e-01 ;
10.12.2019; 15:11:55; 8.698066473e-01 ; 1.399266124e+00 ; 1.787318945e+00 ; 1.864929318e+00 ; 5.000504494e+00 ; 6.443879604e+00 ; 6.910667896e+00 ; 6.995156288e+00 ; 7.009192467e+00 ; 5.787913799e-01 ;
10.12.2019; 15:26:55; 1.037660360e+00 ; 1.623523474e+00 ; 2.049417973e+00 ; 2.134597301e+00 ; 6.060705185e+00 ; 7.732111454e+00 ; 8.247246742e+00 ; 8.340291977e+00 ; 8.355874062e+00 ; 7.870922685e-01 ;
10.12.2019; 15:41:55; 2.463710070e+00 ; 2.868744135e+00 ; 3.081972599e+00 ; 3.124618053e+00 ; 1.645162010e+01 ; 1.932129288e+01 ; 1.964538383e+01 ; 1.969939613e+01 ; 1.971134758e+01 ; 4.905262887e-01 ;
10.12.2019; 15:56:55; 3.079791307e+00 ; 5.024618626e+00 ; 6.455382347e+00 ; 6.741535664e+00 ; 1.754497147e+01 ; 2.274783897e+01 ; 2.446457291e+01 ; 2.477560425e+01 ; 2.482708359e+01 ; 7.397487760e-01 ;
10.12.2019; 16:11:55; 2.050235987e+00 ; 2.748838663e+00 ; 3.218887568e+00 ; 3.312896967e+00 ; 1.293330479e+01 ; 1.572556782e+01 ; 1.632491302e+01 ; 1.643106079e+01 ; 1.645018959e+01 ; 5.649431348e-01 ;
10.12.2019; 16:26:55; 1.151470304e+00 ; 1.217635751e+00 ; 1.217635751e+00 ; 1.217635751e+00 ; 7.945379734e+00 ; 9.150508881e+00 ; 9.189707756e+00 ; 9.194105148e+00 ; 9.196562767e+00 ; 3.444732428e-01 ;
10.12.2019; 16:41:55; 1.380061746e+00 ; 2.612762928e+00 ; 3.546234131e+00 ; 3.732928038e+00 ; 7.117858410e+00 ; 9.840560913e+00 ; 1.093918419e+01 ; 1.113970566e+01 ; 1.117194939e+01 ; 1.015206933e+00 ;
10.12.2019; 16:56:55; 2.841656446e+00 ; 3.632468939e+00 ; 4.140339375e+00 ; 4.241912842e+00 ; 1.829629707e+01 ; 2.196918678e+01 ; 2.263808441e+01 ; 2.275516510e+01 ; 2.277716827e+01 ; 6.087291241e-01 ;
10.12.2019; 17:11:55; 1.429745793e+00 ; 1.834773302e+00 ; 2.096080303e+00 ; 2.148341894e+00 ; 9.188654900e+00 ; 1.104656410e+01 ; 1.138961983e+01 ; 1.144973755e+01 ; 1.146098995e+01 ; 5.327394605e-01 ;
10.12.2019; 17:26:55; 1.956057668e+00 ; 3.303759575e+00 ; 4.303517342e+00 ; 4.503468037e+00 ; 1.091131306e+01 ; 1.433789349e+01 ; 1.553080273e+01 ; 1.574738789e+01 ; 1.578293991e+01 ; 7.742649317e-01 ;
10.12.2019; 17:41:55; 3.234155416e+00 ; 5.435421944e+00 ; 7.066549301e+00 ; 7.392774582e+00 ; 1.809496307e+01 ; 2.373274040e+01 ; 2.568045807e+01 ; 2.603398323e+01 ; 2.609208298e+01 ; 7.573183179e-01 ;
10.12.2019; 17:56:55; 1.190149426e+00 ; 1.798378825e+00 ; 2.235284090e+00 ; 2.322665215e+00 ; 7.084389687e+00 ; 8.930627823e+00 ; 9.463357925e+00 ; 9.559284210e+00 ; 9.575539589e+00 ; 7.717252374e-01 ;
10.12.2019; 18:11:55; 1.613166094e+00 ; 2.040316582e+00 ; 2.310998678e+00 ; 2.365135193e+00 ; 1.043387032e+01 ; 1.249285698e+01 ; 1.285271835e+01 ; 1.291549873e+01 ; 1.292743492e+01 ; 6.140270233e-01 ;
10.12.2019; 18:26:55; 1.491852522e+00 ; 2.248942375e+00 ; 2.792293072e+00 ; 2.900962830e+00 ; 8.886607170e+00 ; 1.119974232e+01 ; 1.186266518e+01 ; 1.198200893e+01 ; 1.200224686e+01 ; 7.157189250e-01 ;
10.12.2019; 18:41:55; 1.488562346e+00 ; 2.990171671e+00 ; 4.136230469e+00 ; 4.365441322e+00 ; 7.306527615e+00 ; 1.044624424e+01 ; 1.178806019e+01 ; 1.203346062e+01 ; 1.207261086e+01 ; 9.279667735e-01 ;
10.12.2019; 18:56:55; 1.033070803e+00 ; 1.555647373e+00 ; 1.930536747e+00 ; 2.005514383e+00 ; 6.157293797e+00 ; 7.757192135e+00 ; 8.214707375e+00 ; 8.297065735e+00 ; 8.311037064e+00 ; 6.751019359e-01 ;
10.12.2019; 19:11:55; 9.807463884e-01 ; 2.353523254e+00 ; 3.418931723e+00 ; 3.632013559e+00 ; 4.018362999e+00 ; 6.508058071e+00 ; 7.741729736e+00 ; 7.968319893e+00 ; 8.003851891e+00 ; 8.115204573e-01 ;
10.12.2019; 19:26:55; 1.721857071e+00 ; 2.069776297e+00 ; 2.271279812e+00 ; 2.311580896e+00 ; 1.135919380e+01 ; 1.344008541e+01 ; 1.372571278e+01 ; 1.377443790e+01 ; 1.378443527e+01 ; 5.798619986e-01 ;
10.12.2019; 19:41:55; 9.845979214e-01 ; 1.391701818e+00 ; 1.675390959e+00 ; 1.732128501e+00 ; 6.062928200e+00 ; 7.482048988e+00 ; 7.835168362e+00 ; 7.898267269e+00 ; 7.909271717e+00 ; 6.464136243e-01 ;
10.12.2019; 19:56:55; 1.074282765e+00 ; 2.305265665e+00 ; 3.251567602e+00 ; 3.440827131e+00 ; 4.976800442e+00 ; 7.395112038e+00 ; 8.497782707e+00 ; 8.699816704e+00 ; 8.731810570e+00 ; 1.069340229e+00 ;
10.12.2019; 20:11:55; 9.172157049e-01 ; 1.998636365e+00 ; 2.831197262e+00 ; 2.997709751e+00 ; 4.195563316e+00 ; 6.284193993e+00 ; 7.253377914e+00 ; 7.431022644e+00 ; 7.459112644e+00 ; 9.623824954e-01 ;
10.12.2019; 20:26:55; 7.949126959e-01 ; 1.487389326e+00 ; 2.010857582e+00 ; 2.115551472e+00 ; 4.133532524e+00 ; 5.685289860e+00 ; 6.302087784e+00 ; 6.414613724e+00 ; 6.432741165e+00 ; 8.066772223e-01 ;
10.12.2019; 20:41:55; 1.339091659e+00 ; 4.078885555e+00 ; 6.233983040e+00 ; 6.665002346e+00 ; 3.759571314e+00 ; 8.040713310e+00 ; 1.051422310e+01 ; 1.097010517e+01 ; 1.104060650e+01 ; 1.083305001e+00 ;
10.12.2019; 20:56:55; 8.182407618e-01 ; 1.237627268e+00 ; 1.538993716e+00 ; 1.599266648e+00 ; 4.878957272e+00 ; 6.138707638e+00 ; 6.506081581e+00 ; 6.572239876e+00 ; 6.583446026e+00 ; 6.137633920e-01 ;
10.12.2019; 21:11:55; 1.255096078e+00 ; 3.483743191e+00 ; 5.229066849e+00 ; 5.578130722e+00 ; 4.143240929e+00 ; 7.867733955e+00 ; 9.876733780e+00 ; 1.024658394e+01 ; 1.030404472e+01 ; 1.260686994e+00 ;
10.12.2019; 21:26:55; 1.206694007e+00 ; 3.325449944e+00 ; 4.984086514e+00 ; 5.315812588e+00 ; 4.033809662e+00 ; 7.587707520e+00 ; 9.497400284e+00 ; 9.848932266e+00 ; 9.903567314e+00 ; 1.219874024e+00 ;
10.12.2019; 21:41:55; 2.095257759e+00 ; 2.951272726e+00 ; 3.546623707e+00 ; 3.665694237e+00 ; 1.291552353e+01 ; 1.593212891e+01 ; 1.667417336e+01 ; 1.680670547e+01 ; 1.682986069e+01 ; 7.667068839e-01 ;
10.12.2019; 21:56:55; 3.587565422e+00 ; 4.512879848e+00 ; 5.094917774e+00 ; 5.211325169e+00 ; 2.324723434e+01 ; 2.780727386e+01 ; 2.858511925e+01 ; 2.872056389e+01 ; 2.874648857e+01 ; 5.583789945e-01 ;
10.12.2019; 22:11:55; 2.566071749e+00 ; 4.351862431e+00 ; 5.677805901e+00 ; 5.942995071e+00 ; 1.427559376e+01 ; 1.879191399e+01 ; 2.037307167e+01 ; 2.066020966e+01 ; 2.070730591e+01 ; 8.610972762e-01 ;
10.12.2019; 22:26:55; 1.989168644e+00 ; 3.329620123e+00 ; 4.321969032e+00 ; 4.520440102e+00 ; 1.115511513e+01 ; 1.460996151e+01 ; 1.579565144e+01 ; 1.601081276e+01 ; 1.604620743e+01 ; 8.184772134e-01 ;
10.12.2019; 22:41:55; 3.307676077e+00 ; 5.304573536e+00 ; 6.766881943e+00 ; 7.059343338e+00 ; 1.904730415e+01 ; 2.452073097e+01 ; 2.628075981e+01 ; 2.659926033e+01 ; 2.665221214e+01 ; 8.560659885e-01 ;
10.12.2019; 22:56:55; 3.657702684e+00 ; 5.563408375e+00 ; 6.935633183e+00 ; 7.210077763e+00 ; 2.168432045e+01 ; 2.741104126e+01 ; 2.908149910e+01 ; 2.938248825e+01 ; 2.943336678e+01 ; 7.237917185e-01 ;
10.12.2019; 23:11:55; 3.350872278e+00 ; 4.106656075e+00 ; 4.562494755e+00 ; 4.653662682e+00 ; 2.194476509e+01 ; 2.607861710e+01 ; 2.670623398e+01 ; 2.681438065e+01 ; 2.683583832e+01 ; 6.200585961e-01 ;
10.12.2019; 23:26:55; 3.125312567e+00 ; 3.588128567e+00 ; 3.817353249e+00 ; 3.863197803e+00 ; 2.097923851e+01 ; 2.455962372e+01 ; 2.492425346e+01 ; 2.498413277e+01 ; 2.499799728e+01 ; 4.811013639e-01 ;
10.12.2019; 23:41:55; 1.639517069e+00 ; 2.560387135e+00 ; 3.229420662e+00 ; 3.363228083e+00 ; 9.587677002e+00 ; 1.222152615e+01 ; 1.303106689e+01 ; 1.317726612e+01 ; 1.320176411e+01 ; 7.394949198e-01 ;
10.12.2019; 23:56:55; 2.008768559e+00 ; 3.562987328e+00 ; 4.727430820e+00 ; 4.960319042e+00 ; 1.085428429e+01 ; 1.455803204e+01 ; 1.593827248e+01 ; 1.618950272e+01 ; 1.623033905e+01 ; 1.006567478e+00 ;
11.12.2019; 00:11:55; 2.583339930e+00 ; 3.045973778e+00 ; 3.300255537e+00 ; 3.351111412e+00 ; 1.716688347e+01 ; 2.022243118e+01 ; 2.059683990e+01 ; 2.065989304e+01 ; 2.067339325e+01 ; 5.563986301e-01 ;
11.12.2019; 00:26:55; 2.789678097e+00 ; 3.926005125e+00 ; 4.715925694e+00 ; 4.873909950e+00 ; 1.720702362e+01 ; 2.121574974e+01 ; 2.220063019e+01 ; 2.237651443e+01 ; 2.240725899e+01 ; 6.455243230e-01 ;
11.12.2019; 00:41:55; 3.064202547e+00 ; 3.760861874e+00 ; 4.182183743e+00 ; 4.266447067e+00 ; 2.005610275e+01 ; 2.384216499e+01 ; 2.442113304e+01 ; 2.452096176e+01 ; 2.454072380e+01 ; 6.849613786e-01 ;
