Data Measurement of Sensor: SPS30 
Start Time: 10.12.2019 12:57:46 
Sensortype: Particle Sensor 
Timestamp; ; Mass PM1.0 [ug/m^3]; Mass PM2.5 [ug/m^3]; Mass PM4.0 [ug/m^3]; Mass PM10.0 [ug/m^3]; Number PM0.5 [#/cm^3]; Number PM1.0 [#/cm^3]; Number PM2.5 [#/cm^3]; Number PM4.0 [#/cm^3]; Number PM10.0 [#/cm^3]; Typical Particle Size [um];
10.12.2019; 12:58:28; 8.117274046e-01 ; 1.868729949e+00 ; 2.686436176e+00 ; 2.849976540e+00 ; 3.470213890e+00 ; 5.473925114e+00 ; 6.412683487e+00 ; 6.589421749e+00 ; 6.615941048e+00 ; 9.071673155e-01 ;
10.12.2019; 13:13:28; 1.051211119e+00 ; 1.469789982e+00 ; 1.759668708e+00 ; 1.817644477e+00 ; 6.488927364e+00 ; 8.009047508e+00 ; 8.366303444e+00 ; 8.431695938e+00 ; 8.442658424e+00 ; 4.093976915e-01 ;
10.12.2019; 13:28:28; 1.193161130e+00 ; 1.457538009e+00 ; 1.616015911e+00 ; 1.647711277e+00 ; 7.807527065e+00 ; 9.294590950e+00 ; 9.509723663e+00 ; 9.547689438e+00 ; 9.554948807e+00 ; 5.043266416e-01 ;
10.12.2019; 13:43:28; 6.657416224e-01 ; 1.136950254e+00 ; 1.487349272e+00 ; 1.557428956e+00 ; 3.676791430e+00 ; 4.872616291e+00 ; 5.285074711e+00 ; 5.361950397e+00 ; 5.373964310e+00 ; 6.917297840e-01 ;
10.12.2019; 13:58:28; 2.156420231e+00 ; 3.167516232e+00 ; 3.885534525e+00 ; 4.029137135e+00 ; 1.299116039e+01 ; 1.628189087e+01 ; 1.715246582e+01 ; 1.731283569e+01 ; 1.733907700e+01 ; 6.457662582e-01 ;
10.12.2019; 14:13:28; 1.630925417e+00 ; 3.511104822e+00 ; 4.956928730e+00 ; 5.246092796e+00 ; 7.483655930e+00 ; 1.123406315e+01 ; 1.290019417e+01 ; 1.321339798e+01 ; 1.326068497e+01 ; 8.941680193e-01 ;
10.12.2019; 14:28:28; 1.305630207e+00 ; 1.576469541e+00 ; 1.734947920e+00 ; 1.766643524e+00 ; 8.582225800e+00 ; 1.018858719e+01 ; 1.040732288e+01 ; 1.044569302e+01 ; 1.045318222e+01 ; 5.080437064e-01 ;
10.12.2019; 14:43:28; 2.634891748e+00 ; 4.259825230e+00 ; 5.452383518e+00 ; 5.690894604e+00 ; 1.505601025e+01 ; 1.951740837e+01 ; 2.093301201e+01 ; 2.119597244e+01 ; 2.123761559e+01 ; 7.642804384e-01 ;
10.12.2019; 14:58:28; 3.480190039e+00 ; 6.453743935e+00 ; 8.698459625e+00 ; 9.147401810e+00 ; 1.814932060e+01 ; 2.497767067e+01 ; 2.759480858e+01 ; 2.808447075e+01 ; 2.815982819e+01 ; 9.023081064e-01 ;
10.12.2019; 15:13:28; 1.453619123e+00 ; 1.980437875e+00 ; 2.339202881e+00 ; 2.410955906e+00 ; 9.082061768e+00 ; 1.112528706e+01 ; 1.157233143e+01 ; 1.165380859e+01 ; 1.166769123e+01 ; 4.973339438e-01 ;
10.12.2019; 15:28:28; 1.646211147e+00 ; 2.051117182e+00 ; 2.302259922e+00 ; 2.352488279e+00 ; 1.068781567e+01 ; 1.278492641e+01 ; 1.311801338e+01 ; 1.317730141e+01 ; 1.318830585e+01 ; 5.236904621e-01 ;
10.12.2019; 15:43:28; 1.673878431e+00 ; 2.225326538e+00 ; 2.593782663e+00 ; 2.667472601e+00 ; 1.057409477e+01 ; 1.286449337e+01 ; 1.332941341e+01 ; 1.341374016e+01 ; 1.342836666e+01 ; 6.092883348e-01 ;
10.12.2019; 15:58:29; 1.553506017e+00 ; 3.793584108e+00 ; 5.534281731e+00 ; 5.882421494e+00 ; 6.185513020e+00 ; 1.026587200e+01 ; 1.225866890e+01 ; 1.263427925e+01 ; 1.269037342e+01 ; 1.291535616e+00 ;
10.12.2019; 16:13:29; 1.009156466e+00 ; 1.838513255e+00 ; 2.462798357e+00 ; 2.587655306e+00 ; 5.331834316e+00 ; 7.274665356e+00 ; 8.003849983e+00 ; 8.140177727e+00 ; 8.161220551e+00 ; 9.007704258e-01 ;
10.12.2019; 16:28:29; 1.197831035e+00 ; 2.333003759e+00 ; 3.196018219e+00 ; 3.368620634e+00 ; 6.012205601e+00 ; 8.488778114e+00 ; 9.490481377e+00 ; 9.678238869e+00 ; 9.706924438e+00 ; 9.583232999e-01 ;
10.12.2019; 16:43:29; 1.186430454e+00 ; 1.799215198e+00 ; 2.239979982e+00 ; 2.328133106e+00 ; 7.028946400e+00 ; 8.903351784e+00 ; 9.433365822e+00 ; 9.531317711e+00 ; 9.547142982e+00 ; 6.230920553e-01 ;
10.12.2019; 16:58:29; 9.146661162e-01 ; 1.182959676e+00 ; 1.357558966e+00 ; 1.392478704e+00 ; 5.847411156e+00 ; 7.061600208e+00 ; 7.285804749e+00 ; 7.326199532e+00 ; 7.333379269e+00 ; 5.846616030e-01 ;
10.12.2019; 17:13:29; 8.452748656e-01 ; 2.519539118e+00 ; 3.835247278e+00 ; 4.098387718e+00 ; 2.409529686e+00 ; 5.144759178e+00 ; 6.640476704e+00 ; 6.923202515e+00 ; 6.964929104e+00 ; 1.317104816e+00 ;
10.12.2019; 17:28:29; 3.080456495e+00 ; 7.412139893e+00 ; 1.077460766e+01 ; 1.144710064e+01 ; 1.249659348e+01 ; 2.046294785e+01 ; 2.431494522e+01 ; 2.504078102e+01 ; 2.514930153e+01 ; 1.161049485e+00 ;
10.12.2019; 17:43:29; 2.313341379e+00 ; 4.375246048e+00 ; 5.936408043e+00 ; 6.248640060e+00 ; 1.188502121e+01 ; 1.652045631e+01 ; 1.833719826e+01 ; 1.867736626e+01 ; 1.872955513e+01 ; 9.581773877e-01 ;
10.12.2019; 17:58:29; 1.765565872e+00 ; 3.522445202e+00 ; 4.862217903e+00 ; 5.130171776e+00 ; 8.686155319e+00 ; 1.243117619e+01 ; 1.398324680e+01 ; 1.427438736e+01 ; 1.431872654e+01 ; 1.093671322e+00 ;
