Software version: 0.4.2
Software UUID: 0xc75c8276
Hardware UUID: 0xe7d0d0f1
SPS30 serial number: AB41F5B2330B0ECB
SPS30 firmware version: 2.2
SPS30 SHDLC version: 2.0
SPS30 Hardware revision: 7
Timestamp;PM1.0 [ug/m^3];PM2.5 [ug/m^3];PM4.0 [ug/m^3];PM10.0 [ug/m^3];PN0.5 [#/cm^3];PN1.0 [#/cm^3];PN2.5 [#/cm^3];PN4.0 [#/cm^3];PN10.0 [#/cm^3];Typical Particle Size [um];Temperature [degC];Pressure [Pa];Humidity [%]
2021-03-16T10:27:53;1.002076149e+00;1.459141612e+00;1.782452464e+00;1.847114086e+00;6.049932480e+00;7.536738396e+00;7.971482754e+00;8.057500839e+00;8.070783615e+00;8.096031547e-01;6.372959245e+00;9.595293722e+04;4.370533494e+01
2021-03-16T10:32:53;9.234437346e-01;2.287375212e+00;3.348288774e+00;3.560470581e+00;3.518311977e+00;5.925158501e+00;7.284765720e+00;7.558550358e+00;7.597803116e+00;1.227794051e+00;6.329692145e+00;9.596581283e+04;3.969508907e+01
2021-03-16T10:37:53;7.164364457e-01;9.440128803e-01;1.094877243e+00;1.125049591e+00;4.541857719e+00;5.495759964e+00;5.705667973e+00;5.746698380e+00;5.753351688e+00;6.593425870e-01;6.365532801e+00;9.596259165e+04;3.989495388e+01
2021-03-16T10:42:53;7.340469956e-01;1.582857370e+00;2.235680342e+00;2.366244793e+00;3.310274839e+00;4.964635849e+00;5.805952549e+00;5.975018024e+00;5.999475956e+00;7.298027873e-01;6.263822868e+00;9.596568486e+04;3.835938147e+01
2021-03-16T10:47:53;6.106029749e-01;1.062810659e+00;1.400395513e+00;1.467911839e+00;3.307467699e+00;4.404450893e+00;4.846050739e+00;4.934304714e+00;4.947375774e+00;6.799820662e-01;6.419778144e+00;9.595277374e+04;3.686288185e+01
2021-03-16T10:52:53;5.181587934e-01;1.073371530e+00;1.498619676e+00;1.583669066e+00;2.432606697e+00;3.552070379e+00;4.101236343e+00;4.211508274e+00;4.227512836e+00;8.001831770e-01;6.389103690e+00;9.595453861e+04;3.770835293e+01
2021-03-16T10:57:53;3.464141190e-01;5.957943201e-01;7.815127969e-01;8.186562061e-01;1.892076254e+00;2.506542921e+00;2.749781132e+00;2.798370838e+00;2.805580854e+00;6.040618420e-01;6.289008174e+00;9.595804369e+04;3.666916930e+01
2021-03-16T11:02:53;4.752908945e-01;1.181598067e+00;1.731123805e+00;1.841028571e+00;1.801471949e+00;3.044989824e+00;3.749145985e+00;3.890948057e+00;3.911274195e+00;9.093397260e-01;6.196016309e+00;9.596899368e+04;3.501314651e+01
2021-03-16T11:07:53;5.590176582e-01;5.911401510e-01;5.911401510e-01;5.911397338e-01;3.861246586e+00;4.445603848e+00;4.461433411e+00;4.463438034e+00;4.464461803e+00;5.346200466e-01;6.212483612e+00;9.596497015e+04;3.637251718e+01
2021-03-16T11:12:53;4.796470404e-01;9.962379336e-01;1.392019629e+00;1.471175671e+00;2.246036768e+00;3.285204649e+00;3.796243429e+00;3.898865223e+00;3.913756847e+00;6.709722877e-01;6.227982252e+00;9.597359128e+04;3.676078701e+01
2021-03-16T11:17:53;6.444270015e-01;6.814572811e-01;6.814572811e-01;6.814568639e-01;4.451186180e+00;5.124824524e+00;5.143072128e+00;5.145382881e+00;5.146563053e+00;4.163807631e-01;6.320974150e+00;9.597460280e+04;3.621776083e+01
2021-03-16T11:22:53;3.638073802e-01;6.259903908e-01;8.212615848e-01;8.603156805e-01;1.986461997e+00;2.632090092e+00;2.887827873e+00;2.938915491e+00;2.946495295e+00;8.224534988e-01;6.505343781e+00;9.597087094e+04;3.566810305e+01
2021-03-16T11:27:53;4.594398737e-01;9.817476869e-01;1.383095980e+00;1.463365316e+00;2.091454744e+00;3.117063284e+00;3.634526253e+00;3.738495111e+00;3.753546000e+00;1.126804590e+00;6.544736289e+00;9.597761477e+04;3.477021306e+01
2021-03-16T11:32:53;4.011641443e-01;5.788484216e-01;7.039958835e-01;7.290251851e-01;2.433538198e+00;3.022933960e+00;3.191590786e+00;3.224934816e+00;3.230100393e+00;6.316224337e-01;6.702629383e+00;9.596512445e+04;3.480317201e+01
2021-03-16T11:37:53;6.652964354e-01;1.376940608e+00;1.921949267e+00;2.030951023e+00;3.126055479e+00;4.562054157e+00;5.265913010e+00;5.407245159e+00;5.427759647e+00;1.018584490e+00;6.692296902e+00;9.596833527e+04;3.565544592e+01
2021-03-16T11:42:53;7.111278772e-01;1.858599067e+00;2.754200697e+00;2.933320045e+00;2.497465849e+00;4.457750320e+00;5.603565693e+00;5.834443569e+00;5.867454529e+00;1.306791544e+00;6.618678011e+00;9.598981236e+04;3.474670028e+01
2021-03-16T11:47:53;1.057889342e+00;2.136112690e+00;2.959544182e+00;3.124229670e+00;5.087177753e+00;7.311879158e+00;8.376803398e+00;8.590524673e+00;8.621616364e+00;8.642340302e-01;6.576702354e+00;9.598428249e+04;3.517593464e+01
2021-03-16T11:52:53;7.152931690e-01;8.149307966e-01;8.623048067e-01;8.717789054e-01;4.812958241e+00;5.625045300e+00;5.704843998e+00;5.719486713e+00;5.722474098e+00;5.537247658e-01;6.666788596e+00;9.598611289e+04;3.586718536e+01
2021-03-16T11:57:53;3.574013412e-01;5.237149000e-01;6.416951418e-01;6.652907133e-01;2.150582075e+00;2.684492350e+00;2.842901707e+00;2.874261141e+00;2.879093170e+00;8.083070517e-01;6.829525257e+00;9.598817218e+04;3.622653757e+01
